Date,SKU,Style,Units_Sold,Price,Is_Holiday,Is_Promo
2023-10-15,SKU003,Jacket,7,229.81,0,0
2023-10-15,SKU004,Dress,8,172.35,0,0
2023-10-15,SKU005,Skirt,6,149.37,0,0
2023-10-16,SKU001,Shirt,10,114.93,0,0
2023-10-16,SKU002,Pants,10,137.92,0,0
2023-10-16,SKU003,Jacket,7,229.87,0,0
2023-10-16,SKU004,Dress,8,172.4,0,0
2023-10-16,SKU005,Skirt,5,149.41,0,0
2023-10-17,SKU001,Shirt,10,114.96,0,0
2023-10-17,SKU002,Pants,9,137.96,0,0
2023-10-17,SKU003,Jacket,7,229.93,0,0
2023-10-17,SKU004,Dress,6,172.44,0,0
2023-10-17,SKU005,Skirt,5,149.45,0,0
2023-10-18,SKU001,Shirt,9,114.99,0,0
2023-10-18,SKU002,Pants,8,137.99,0,0
2023-10-18,SKU003,Jacket,6,229.99,0,0
2023-10-18,SKU004,Dress,8,172.49,0,0
2023-10-18,SKU005,Skirt,6,149.49,0,0
2023-10-19,SKU001,Shirt,10,115.02,0,0
2023-10-19,SKU002,Pants,7,138.03,0,0
2023-10-19,SKU003,Jacket,8,230.05,0,0
2023-10-19,SKU004,Dress,7,172.53,0,0
2023-10-19,SKU005,Skirt,5,149.53,0,0
2023-10-20,SKU001,Shirt,12,115.05,0,0
2023-10-20,SKU002,Pants,8,138.06,0,0
2023-10-20,SKU003,Jacket,7,230.11,0,0
2023-10-20,SKU004,Dress,9,172.58,0,0
2023-10-20,SKU005,Skirt,5,149.57,0,0
2023-10-21,SKU001,Shirt,15,115.08,0,0
2023-10-21,SKU002,Pants,9,138.1,0,0
2023-10-21,SKU003,Jacket,8,230.17,0,0
2023-10-21,SKU004,Dress,8,172.62,0,0
2023-10-21,SKU005,Skirt,7,149.61,0,0
2023-10-22,SKU001,Shirt,14,115.11,0,0
2023-10-22,SKU002,Pants,11,138.14,0,0
2023-10-22,SKU003,Jacket,7,230.23,0,0
2023-10-22,SKU004,Dress,8,172.67,0,0
2023-10-22,SKU005,Skirt,8,149.65,0,0
2023-10-23,SKU001,Shirt,11,115.14,0,0
2023-10-23,SKU002,Pants,8,138.17,0,0
2023-10-23,SKU003,Jacket,7,230.29,0,0
2023-10-23,SKU004,Dress,7,172.71,0,0
2023-10-23,SKU005,Skirt,5,149.69,0,0
2023-10-24,SKU001,Shirt,10,115.17,0,0
2023-10-24,SKU002,Pants,9,138.21,0,0
2023-10-24,SKU003,Jacket,7,230.35,0,0
2023-10-24,SKU004,Dress,9,172.76,0,0
2023-10-24,SKU005,Skirt,4,149.73,0,0
2023-10-25,SKU001,Shirt,13,115.2,0,0
2023-10-25,SKU002,Pants,8,138.24,0,0
2023-10-25,SKU003,Jacket,7,230.41,0,0
2023-10-25,SKU004,Dress,7,172.81,0,0
2023-10-25,SKU005,Skirt,5,149.76,0,0
2023-10-26,SKU001,Shirt,10,115.23,0,0
2023-10-26,SKU002,Pants,9,138.28,0,0
2023-10-26,SKU003,Jacket,8,230.47,0,0
2023-10-26,SKU004,Dress,8,172.85,0,0
2023-10-26,SKU005,Skirt,6,149.8,0,0
2023-10-27,SKU001,Shirt,11,115.26,0,0
2023-10-27,SKU002,Pants,9,138.32,0,0
2023-10-27,SKU003,Jacket,6,230.53,0,0
2023-10-27,SKU004,Dress,8,172.9,0,0
2023-10-27,SKU005,Skirt,5,149.84,0,0
2023-10-28,SKU001,Shirt,13,115.29,0,0
2023-10-28,SKU002,Pants,11,138.35,0,0
2023-10-28,SKU003,Jacket,8,230.59,0,0
2023-10-28,SKU004,Dress,8,172.94,0,0
2023-10-28,SKU005,Skirt,7,149.88,0,0
2023-10-29,SKU001,Shirt,13,115.32,0,0
2023-10-29,SKU002,Pants,13,138.39,0,0
2023-10-29,SKU003,Jacket,8,230.65,0,0
2023-10-29,SKU004,Dress,7,172.99,0,0
2023-10-29,SKU005,Skirt,6,149.92,0,0
2023-10-30,SKU001,Shirt,11,115.35,0,0
2023-10-30,SKU002,Pants,8,138.42,0,0
2023-10-30,SKU003,Jacket,7,230.71,0,0
2023-10-30,SKU004,Dress,7,173.03,0,0
2023-10-30,SKU005,Skirt,6,149.96,0,0
2023-10-31,SKU001,Shirt,10,115.38,0,0
2023-10-31,SKU002,Pants,8,138.46,0,0
2023-10-31,SKU003,Jacket,8,230.77,0,0
2023-10-31,SKU004,Dress,8,173.08,0,0
2023-10-31,SKU005,Skirt,6,150.0,0,0
2023-11-01,SKU001,Shirt,16,115.41,0,0
2023-11-01,SKU002,Pants,11,138.5,0,0
2023-11-01,SKU003,Jacket,11,230.83,0,0
2023-11-01,SKU004,Dress,10,173.12,0,0
2023-11-01,SKU005,Skirt,7,150.04,0,0
2023-11-02,SKU001,Shirt,16,115.44,0,0
2023-11-02,SKU002,Pants,11,138.53,0,0
2023-11-02,SKU003,Jacket,9,230.89,0,0
2023-11-02,SKU004,Dress,8,173.17,0,0
2023-11-02,SKU005,Skirt,7,150.08,0,0
2023-11-03,SKU001,Shirt,13,115.47,0,0
2023-11-03,SKU002,Pants,13,138.57,0,0
2023-11-03,SKU003,Jacket,7,230.95,0,0
2023-11-03,SKU004,Dress,11,173.21,0,0
2023-11-03,SKU005,Skirt,7,150.12,0,0
2023-11-04,SKU001,Shirt,21,115.5,0,0
2023-11-04,SKU002,Pants,15,138.61,0,0
2023-11-04,SKU003,Jacket,9,231.01,0,0
2023-11-04,SKU004,Dress,11,173.26,0,0
2023-11-04,SKU005,Skirt,7,150.16,0,0
2023-11-05,SKU001,Shirt,19,115.53,0,0
2023-11-05,SKU002,Pants,12,138.64,0,0
2023-11-05,SKU003,Jacket,9,231.07,0,0
2023-11-05,SKU004,Dress,13,173.3,0,0
2023-11-05,SKU005,Skirt,9,150.2,0,0
2023-11-06,SKU001,Shirt,13,115.56,0,0
2023-11-06,SKU002,Pants,14,138.68,0,0
2023-11-06,SKU003,Jacket,8,231.13,0,0
2023-11-06,SKU004,Dress,11,173.35,0,0
2023-11-06,SKU005,Skirt,7,150.23,0,0
2023-11-07,SKU001,Shirt,14,115.6,0,0
2023-11-07,SKU002,Pants,12,138.71,0,0
2023-11-07,SKU003,Jacket,8,231.19,0,0
2023-11-07,SKU004,Dress,12,173.39,0,0
2023-11-07,SKU005,Skirt,7,150.27,0,0
2023-11-08,SKU001,Shirt,12,115.63,0,0
2023-11-08,SKU002,Pants,11,138.75,0,0
2023-11-08,SKU003,Jacket,9,231.25,0,0
2023-11-08,SKU004,Dress,11,173.44,0,0
2023-11-08,SKU005,Skirt,7,150.31,0,0
2023-11-09,SKU001,Shirt,17,115.66,0,0
2023-11-09,SKU002,Pants,13,138.79,0,0
2023-11-09,SKU003,Jacket,8,231.31,0,0
2023-11-09,SKU004,Dress,9,173.48,0,0
2023-11-09,SKU005,Skirt,7,150.35,0,0
2023-11-10,SKU001,Shirt,11,115.69,0,0
2023-11-10,SKU002,Pants,12,138.82,0,0
2023-11-10,SKU003,Jacket,8,231.37,0,0
2023-11-10,SKU004,Dress,10,173.53,0,0
2023-11-10,SKU005,Skirt,7,150.39,0,0
2023-11-11,SKU001,Shirt,18,115.72,0,0
2023-11-11,SKU002,Pants,13,138.86,0,0
2023-11-11,SKU003,Jacket,10,231.43,0,0
2023-11-11,SKU004,Dress,13,173.57,0,0
2023-11-11,SKU005,Skirt,9,150.43,0,0
2023-11-12,SKU001,Shirt,30,115.75,1,0
2023-11-12,SKU002,Pants,24,138.9,1,0
2023-11-12,SKU003,Jacket,16,231.49,1,0
2023-11-12,SKU004,Dress,19,173.62,1,0
2023-11-12,SKU005,Skirt,11,150.47,1,0
2023-11-13,SKU001,Shirt,14,115.78,0,0
2023-11-13,SKU002,Pants,10,138.93,0,0
2023-11-13,SKU003,Jacket,9,231.55,0,0
2023-11-13,SKU004,Dress,11,173.66,0,0
2023-11-13,SKU005,Skirt,7,150.51,0,0
2023-11-14,SKU001,Shirt,14,115.81,0,0
2023-11-14,SKU002,Pants,11,138.97,0,0
2023-11-14,SKU003,Jacket,9,231.61,0,0
2023-11-14,SKU004,Dress,10,173.71,0,0
2023-11-14,SKU005,Skirt,5,150.55,0,0
2023-11-15,SKU001,Shirt,11,115.84,0,0
2023-11-15,SKU002,Pants,12,139.0,0,0
2023-11-15,SKU003,Jacket,8,231.67,0,0
2023-11-15,SKU004,Dress,10,173.76,0,0
2023-11-15,SKU005,Skirt,8,150.59,0,0
2023-11-16,SKU001,Shirt,14,115.87,0,0
2023-11-16,SKU002,Pants,13,139.04,0,0
2023-11-16,SKU003,Jacket,7,231.73,0,0
2023-11-16,SKU004,Dress,11,173.8,0,0
2023-11-16,SKU005,Skirt,7,150.63,0,0
2023-11-17,SKU001,Shirt,16,115.9,0,0
2023-11-17,SKU002,Pants,11,139.08,0,0
2023-11-17,SKU003,Jacket,8,231.79,0,0
2023-11-17,SKU004,Dress,10,173.85,0,0
2023-11-17,SKU005,Skirt,7,150.67,0,0
2023-11-18,SKU001,Shirt,16,115.93,0,0
2023-11-18,SKU002,Pants,13,139.11,0,0
2023-11-18,SKU003,Jacket,10,231.86,0,0
2023-11-18,SKU004,Dress,11,173.89,0,0
2023-11-18,SKU005,Skirt,7,150.71,0,0
2023-11-19,SKU001,Shirt,18,115.96,0,0
2023-11-19,SKU002,Pants,12,139.15,0,0
2023-11-19,SKU003,Jacket,10,231.92,0,0
2023-11-19,SKU004,Dress,10,173.94,0,0
2023-11-19,SKU005,Skirt,7,150.75,0,0
2023-11-20,SKU001,Shirt,15,115.99,0,0
2023-11-20,SKU002,Pants,13,139.19,0,0
2023-11-20,SKU003,Jacket,10,231.98,0,0
2023-11-20,SKU004,Dress,11,173.98,0,0
2023-11-20,SKU005,Skirt,6,150.78,0,0
2023-11-21,SKU001,Shirt,15,116.02,0,0
2023-11-21,SKU002,Pants,12,139.22,0,0
2023-11-21,SKU003,Jacket,9,232.04,0,0
2023-11-21,SKU004,Dress,11,174.03,0,0
2023-11-21,SKU005,Skirt,7,150.82,0,0
2023-11-22,SKU001,Shirt,18,116.05,0,0
2023-11-22,SKU002,Pants,11,139.26,0,0
2023-11-22,SKU003,Jacket,8,232.1,0,0
2023-11-22,SKU004,Dress,10,174.07,0,0
2023-11-22,SKU005,Skirt,7,150.86,0,0
2023-11-23,SKU001,Shirt,16,116.08,0,0
2023-11-23,SKU002,Pants,11,139.29,0,0
2023-11-23,SKU003,Jacket,9,232.16,0,0
2023-11-23,SKU004,Dress,8,174.12,0,0
2023-11-23,SKU005,Skirt,8,150.9,0,0
2023-11-24,SKU001,Shirt,14,116.11,0,0
2023-11-24,SKU002,Pants,11,139.33,0,0
2023-11-24,SKU003,Jacket,10,232.22,0,0
2023-11-24,SKU004,Dress,9,174.16,0,0
2023-11-24,SKU005,Skirt,7,150.94,0,0
2023-11-25,SKU001,Shirt,17,116.14,0,0
2023-11-25,SKU002,Pants,12,139.37,0,0
2023-11-25,SKU003,Jacket,10,232.28,0,0
2023-11-25,SKU004,Dress,15,174.21,0,0
2023-11-25,SKU005,Skirt,9,150.98,0,0
2023-11-26,SKU001,Shirt,18,116.17,0,0
2023-11-26,SKU002,Pants,13,139.4,0,0
2023-11-26,SKU003,Jacket,9,232.34,0,0
2023-11-26,SKU004,Dress,12,174.26,0,0
2023-11-26,SKU005,Skirt,8,151.02,0,0
2023-11-27,SKU001,Shirt,16,116.2,0,0
2023-11-27,SKU002,Pants,10,139.44,0,0
2023-11-27,SKU003,Jacket,8,232.4,0,0
2023-11-27,SKU004,Dress,11,174.3,0,0
2023-11-27,SKU005,Skirt,7,151.06,0,0
2023-11-28,SKU001,Shirt,16,116.23,0,0
2023-11-28,SKU002,Pants,10,139.48,0,0
2023-11-28,SKU003,Jacket,8,232.46,0,0
2023-11-28,SKU004,Dress,10,174.35,0,0
2023-11-28,SKU005,Skirt,8,151.1,0,0
2023-11-29,SKU001,Shirt,18,116.26,0,0
2023-11-29,SKU002,Pants,11,139.51,0,0
2023-11-29,SKU003,Jacket,8,232.52,0,0
2023-11-29,SKU004,Dress,10,174.39,0,0
2023-11-29,SKU005,Skirt,7,151.14,0,0
2023-11-30,SKU001,Shirt,15,116.29,0,0
2023-11-30,SKU002,Pants,12,139.55,0,0
2023-11-30,SKU003,Jacket,10,232.58,0,0
2023-11-30,SKU004,Dress,11,174.44,0,0
2023-11-30,SKU005,Skirt,7,151.18,0,0
2023-12-01,SKU001,Shirt,15,116.32,0,0
2023-12-01,SKU002,Pants,12,139.59,0,0
2023-12-01,SKU003,Jacket,10,232.64,0,0
2023-12-01,SKU004,Dress,10,174.48,0,0
2023-12-01,SKU005,Skirt,7,151.22,0,0
2023-12-02,SKU001,Shirt,16,116.35,0,0
2023-12-02,SKU002,Pants,14,139.62,0,0
2023-12-02,SKU003,Jacket,10,232.7,0,0
2023-12-02,SKU004,Dress,11,174.53,0,0
2023-12-02,SKU005,Skirt,8,151.26,0,0
2023-12-03,SKU001,Shirt,14,116.38,0,0
2023-12-03,SKU002,Pants,13,139.66,0,0
2023-12-03,SKU003,Jacket,9,232.77,0,0
2023-12-03,SKU004,Dress,13,174.57,0,0
2023-12-03,SKU005,Skirt,10,151.3,0,0
2023-12-04,SKU001,Shirt,17,116.41,0,0
2023-12-04,SKU002,Pants,11,139.7,0,0
2023-12-04,SKU003,Jacket,9,232.83,0,0
2023-12-04,SKU004,Dress,10,174.62,0,0
2023-12-04,SKU005,Skirt,8,151.34,0,0
2023-12-05,SKU001,Shirt,16,116.44,0,0
2023-12-05,SKU002,Pants,14,139.73,0,0
2023-12-05,SKU003,Jacket,9,232.89,0,0
2023-12-05,SKU004,Dress,10,174.67,0,0
2023-12-05,SKU005,Skirt,8,151.38,0,0
2023-12-06,SKU001,Shirt,17,116.47,0,0
2023-12-06,SKU002,Pants,13,139.77,0,0
2023-12-06,SKU003,Jacket,8,232.95,0,0
2023-12-06,SKU004,Dress,9,174.71,0,0
2023-12-06,SKU005,Skirt,7,151.42,0,0
2023-12-07,SKU001,Shirt,12,116.5,0,0
2023-12-07,SKU002,Pants,10,139.81,0,0
2023-12-07,SKU003,Jacket,9,233.01,0,0
2023-12-07,SKU004,Dress,10,174.76,0,0
2023-12-07,SKU005,Skirt,7,151.46,0,0
2023-12-08,SKU001,Shirt,17,116.53,0,0
2023-12-08,SKU002,Pants,13,139.84,0,0
2023-12-08,SKU003,Jacket,10,233.07,0,0
2023-12-08,SKU004,Dress,12,174.8,0,0
2023-12-08,SKU005,Skirt,8,151.5,0,0
2023-12-09,SKU001,Shirt,19,116.57,0,0
2023-12-09,SKU002,Pants,13,139.88,0,0
2023-12-09,SKU003,Jacket,10,233.13,0,0
2023-12-09,SKU004,Dress,10,174.85,0,0
2023-12-09,SKU005,Skirt,8,151.53,0,0
2023-12-10,SKU001,Shirt,15,116.6,0,0
2023-12-10,SKU002,Pants,11,139.91,0,0
2023-12-10,SKU003,Jacket,10,233.19,0,0
2023-12-10,SKU004,Dress,12,174.89,0,0
2023-12-10,SKU005,Skirt,9,151.57,0,0
2023-12-11,SKU001,Shirt,16,116.63,0,0
2023-12-11,SKU002,Pants,12,139.95,0,0
2023-12-11,SKU003,Jacket,7,233.25,0,0
2023-12-11,SKU004,Dress,10,174.94,0,0
2023-12-11,SKU005,Skirt,6,151.61,0,0
2023-12-12,SKU001,Shirt,12,116.66,0,0
2023-12-12,SKU002,Pants,11,139.99,0,0
2023-12-12,SKU003,Jacket,8,233.31,0,0
2023-12-12,SKU004,Dress,10,174.98,0,0
2023-12-12,SKU005,Skirt,7,151.65,0,0
2023-12-13,SKU001,Shirt,15,116.69,0,0
2023-12-13,SKU002,Pants,10,140.02,0,0
2023-12-13,SKU003,Jacket,9,233.37,0,0
2023-12-13,SKU004,Dress,11,175.03,0,0
2023-12-13,SKU005,Skirt,7,151.69,0,0
2023-12-14,SKU001,Shirt,15,116.72,0,0
2023-12-14,SKU002,Pants,12,140.06,0,0
2023-12-14,SKU003,Jacket,9,233.43,0,0
2023-12-14,SKU004,Dress,12,175.08,0,0
2023-12-14,SKU005,Skirt,7,151.73,0,0
2023-12-15,SKU001,Shirt,18,116.75,0,0
2023-12-15,SKU002,Pants,13,140.1,0,0
2023-12-15,SKU003,Jacket,9,233.5,0,0
2023-12-15,SKU004,Dress,10,175.12,0,0
2023-12-15,SKU005,Skirt,6,151.77,0,0
2023-12-16,SKU001,Shirt,19,116.78,0,0
2023-12-16,SKU002,Pants,15,140.13,0,0
2023-12-16,SKU003,Jacket,10,233.56,0,0
2023-12-16,SKU004,Dress,9,175.17,0,0
2023-12-16,SKU005,Skirt,8,151.81,0,0
2023-12-17,SKU001,Shirt,18,116.81,0,0
2023-12-17,SKU002,Pants,15,140.17,0,0
2023-12-17,SKU003,Jacket,10,233.62,0,0
2023-12-17,SKU004,Dress,13,175.21,0,0
2023-12-17,SKU005,Skirt,9,151.85,0,0
2023-12-18,SKU001,Shirt,15,116.84,0,0
2023-12-18,SKU002,Pants,10,140.21,0,0
2023-12-18,SKU003,Jacket,8,233.68,0,0
2023-12-18,SKU004,Dress,11,175.26,0,0
2023-12-18,SKU005,Skirt,7,151.89,0,0
2023-12-19,SKU001,Shirt,16,116.87,0,0
2023-12-19,SKU002,Pants,12,140.24,0,0
2023-12-19,SKU003,Jacket,10,233.74,0,0
2023-12-19,SKU004,Dress,12,175.3,0,0
2023-12-19,SKU005,Skirt,7,151.93,0,0
2023-12-20,SKU001,Shirt,14,116.9,0,0
2023-12-20,SKU002,Pants,12,140.28,0,0
2023-12-20,SKU003,Jacket,9,233.8,0,0
2023-12-20,SKU004,Dress,10,175.35,0,0
2023-12-20,SKU005,Skirt,5,151.97,0,0
2023-12-21,SKU001,Shirt,15,116.93,0,0
2023-12-21,SKU002,Pants,13,140.32,0,0
2023-12-21,SKU003,Jacket,8,233.86,0,0
2023-12-21,SKU004,Dress,11,175.4,0,0
2023-12-21,SKU005,Skirt,7,152.01,0,0
2023-12-22,SKU001,Shirt,13,116.96,0,0
2023-12-22,SKU002,Pants,10,140.35,0,0
2023-12-22,SKU003,Jacket,8,233.92,0,0
2023-12-22,SKU004,Dress,10,175.44,0,0
2023-12-22,SKU005,Skirt,7,152.05,0,0
2023-12-23,SKU001,Shirt,17,116.99,0,0
2023-12-23,SKU002,Pants,12,140.39,0,0
2023-12-23,SKU003,Jacket,11,233.98,0,0
2023-12-23,SKU004,Dress,12,175.49,0,0
2023-12-23,SKU005,Skirt,9,152.09,0,0
2023-12-24,SKU001,Shirt,17,117.02,0,0
2023-12-24,SKU002,Pants,12,140.43,0,0
2023-12-24,SKU003,Jacket,11,234.05,0,0
2023-12-24,SKU004,Dress,11,175.53,0,0
2023-12-24,SKU005,Skirt,8,152.13,0,0
2023-12-25,SKU001,Shirt,21,117.05,1,0
2023-12-25,SKU002,Pants,17,140.46,1,0
2023-12-25,SKU003,Jacket,11,234.11,1,0
2023-12-25,SKU004,Dress,16,175.58,1,0
2023-12-25,SKU005,Skirt,12,152.17,1,0
2023-12-26,SKU001,Shirt,19,117.08,0,0
2023-12-26,SKU002,Pants,10,140.5,0,0
2023-12-26,SKU003,Jacket,8,234.17,0,0
2023-12-26,SKU004,Dress,8,175.63,0,0
2023-12-26,SKU005,Skirt,8,152.21,0,0
2023-12-27,SKU001,Shirt,16,117.11,0,0
2023-12-27,SKU002,Pants,12,140.54,0,0
2023-12-27,SKU003,Jacket,8,234.23,0,0
2023-12-27,SKU004,Dress,9,175.67,0,0
2023-12-27,SKU005,Skirt,6,152.25,0,0
2023-12-28,SKU001,Shirt,13,117.14,0,0
2023-12-28,SKU002,Pants,11,140.57,0,0
2023-12-28,SKU003,Jacket,9,234.29,0,0
2023-12-28,SKU004,Dress,11,175.72,0,0
2023-12-28,SKU005,Skirt,8,152.29,0,0
2023-12-29,SKU001,Shirt,13,117.18,0,0
2023-12-29,SKU002,Pants,9,140.61,0,0
2023-12-29,SKU003,Jacket,10,234.35,0,0
2023-12-29,SKU004,Dress,10,175.76,0,0
2023-12-29,SKU005,Skirt,8,152.33,0,0
2023-12-30,SKU001,Shirt,14,117.21,0,0
2023-12-30,SKU002,Pants,14,140.65,0,0
2023-12-30,SKU003,Jacket,10,234.41,0,0
2023-12-30,SKU004,Dress,12,175.81,0,0
2023-12-30,SKU005,Skirt,8,152.37,0,0
2023-12-31,SKU001,Shirt,17,117.24,0,0
2023-12-31,SKU002,Pants,12,140.68,0,0
2023-12-31,SKU003,Jacket,8,234.47,0,0
2023-12-31,SKU004,Dress,10,175.85,0,0
2023-12-31,SKU005,Skirt,10,152.41,0,0
2024-01-01,SKU001,Shirt,23,105.54,1,1
2024-01-01,SKU002,Pants,19,126.65,1,1
2024-01-01,SKU003,Jacket,11,211.08,1,1
2024-01-01,SKU004,Dress,16,158.31,1,1
2024-01-01,SKU005,Skirt,10,137.2,1,1
2024-01-02,SKU001,Shirt,14,105.57,0,1
2024-01-02,SKU002,Pants,10,126.68,0,1
2024-01-02,SKU003,Jacket,8,211.14,0,1
2024-01-02,SKU004,Dress,10,158.35,0,1
2024-01-02,SKU005,Skirt,8,137.24,0,1
2024-01-03,SKU001,Shirt,11,105.6,0,1
2024-01-03,SKU002,Pants,11,126.71,0,1
2024-01-03,SKU003,Jacket,9,211.19,0,1
2024-01-03,SKU004,Dress,11,158.39,0,1
2024-01-03,SKU005,Skirt,6,137.27,0,1
2024-01-04,SKU001,Shirt,17,105.62,0,1
2024-01-04,SKU002,Pants,13,126.75,0,1
2024-01-04,SKU003,Jacket,8,211.25,0,1
2024-01-04,SKU004,Dress,11,158.43,0,1
2024-01-04,SKU005,Skirt,6,137.31,0,1
2024-01-05,SKU001,Shirt,11,105.65,0,1
2024-01-05,SKU002,Pants,11,126.78,0,1
2024-01-05,SKU003,Jacket,8,211.3,0,1
2024-01-05,SKU004,Dress,10,158.48,0,1
2024-01-05,SKU005,Skirt,7,137.35,0,1
2024-01-06,SKU001,Shirt,15,105.68,0,1
2024-01-06,SKU002,Pants,13,126.81,0,1
2024-01-06,SKU003,Jacket,9,211.36,0,1
2024-01-06,SKU004,Dress,12,158.52,0,1
2024-01-06,SKU005,Skirt,8,137.38,0,1
2024-01-07,SKU001,Shirt,16,105.71,0,1
2024-01-07,SKU002,Pants,13,126.85,0,1
2024-01-07,SKU003,Jacket,12,211.41,0,1
2024-01-07,SKU004,Dress,10,158.56,0,1
2024-01-07,SKU005,Skirt,6,137.42,0,1
2024-01-08,SKU001,Shirt,12,117.48,0,0
2024-01-08,SKU002,Pants,6,140.98,0,0
2024-01-08,SKU003,Jacket,7,234.96,0,0
2024-01-08,SKU004,Dress,7,176.22,0,0
2024-01-08,SKU005,Skirt,5,152.73,0,0
2024-01-09,SKU001,Shirt,11,117.51,0,0
2024-01-09,SKU002,Pants,9,141.01,0,0
2024-01-09,SKU003,Jacket,6,235.02,0,0
2024-01-09,SKU004,Dress,8,176.27,0,0
2024-01-09,SKU005,Skirt,5,152.77,0,0
2024-01-10,SKU001,Shirt,13,117.54,0,0
2024-01-10,SKU002,Pants,8,141.05,0,0
2024-01-10,SKU003,Jacket,5,235.09,0,0
2024-01-10,SKU004,Dress,9,176.31,0,0
2024-01-10,SKU005,Skirt,5,152.81,0,0
2024-01-11,SKU001,Shirt,11,117.57,0,0
2024-01-11,SKU002,Pants,7,141.09,0,0
2024-01-11,SKU003,Jacket,7,235.15,0,0
2024-01-11,SKU004,Dress,8,176.36,0,0
2024-01-11,SKU005,Skirt,7,152.85,0,0
2024-01-12,SKU001,Shirt,12,117.6,0,0
2024-01-12,SKU002,Pants,9,141.13,0,0
2024-01-12,SKU003,Jacket,6,235.21,0,0
2024-01-12,SKU004,Dress,7,176.41,0,0
2024-01-12,SKU005,Skirt,5,152.89,0,0
2024-01-13,SKU001,Shirt,13,117.64,0,0
2024-01-13,SKU002,Pants,12,141.16,0,0
2024-01-13,SKU003,Jacket,9,235.27,0,0
2024-01-13,SKU004,Dress,8,176.45,0,0
2024-01-13,SKU005,Skirt,6,152.93,0,0
2024-01-14,SKU001,Shirt,15,117.67,0,0
2024-01-14,SKU002,Pants,10,141.2,0,0
2024-01-14,SKU003,Jacket,8,235.33,0,0
2024-01-14,SKU004,Dress,9,176.5,0,0
2024-01-14,SKU005,Skirt,7,152.97,0,0
2024-01-15,SKU001,Shirt,9,117.7,0,0
2024-01-15,SKU002,Pants,10,141.24,0,0
2024-01-15,SKU003,Jacket,6,235.39,0,0
2024-01-15,SKU004,Dress,7,176.55,0,0
2024-01-15,SKU005,Skirt,5,153.01,0,0
2024-01-16,SKU001,Shirt,13,117.73,0,0
2024-01-16,SKU002,Pants,9,141.27,0,0
2024-01-16,SKU003,Jacket,6,235.45,0,0
2024-01-16,SKU004,Dress,8,176.59,0,0
2024-01-16,SKU005,Skirt,6,153.05,0,0
2024-01-17,SKU001,Shirt,8,117.76,0,0
2024-01-17,SKU002,Pants,9,141.31,0,0
2024-01-17,SKU003,Jacket,7,235.52,0,0
2024-01-17,SKU004,Dress,9,176.64,0,0
2024-01-17,SKU005,Skirt,5,153.09,0,0
2024-01-18,SKU001,Shirt,12,117.79,0,0
2024-01-18,SKU002,Pants,10,141.35,0,0
2024-01-18,SKU003,Jacket,7,235.58,0,0
2024-01-18,SKU004,Dress,8,176.68,0,0
2024-01-18,SKU005,Skirt,6,153.13,0,0
2024-01-19,SKU001,Shirt,13,117.82,0,0
2024-01-19,SKU002,Pants,9,141.38,0,0
2024-01-19,SKU003,Jacket,6,235.64,0,0
2024-01-19,SKU004,Dress,8,176.73,0,0
2024-01-19,SKU005,Skirt,6,153.17,0,0
2024-01-20,SKU001,Shirt,15,117.85,0,0
2024-01-20,SKU002,Pants,9,141.42,0,0
2024-01-20,SKU003,Jacket,9,235.7,0,0
2024-01-20,SKU004,Dress,10,176.78,0,0
2024-01-20,SKU005,Skirt,5,153.21,0,0
2024-01-21,SKU001,Shirt,14,117.88,0,0
2024-01-21,SKU002,Pants,10,141.46,0,0
2024-01-21,SKU003,Jacket,9,235.76,0,0
2024-01-21,SKU004,Dress,10,176.82,0,0
2024-01-21,SKU005,Skirt,5,153.25,0,0
2024-01-22,SKU001,Shirt,14,117.91,0,0
2024-01-22,SKU002,Pants,9,141.49,0,0
2024-01-22,SKU003,Jacket,7,235.82,0,0
2024-01-22,SKU004,Dress,7,176.87,0,0
2024-01-22,SKU005,Skirt,3,153.29,0,0
2024-01-23,SKU001,Shirt,11,117.94,0,0
2024-01-23,SKU002,Pants,7,141.53,0,0
2024-01-23,SKU003,Jacket,6,235.89,0,0
2024-01-23,SKU004,Dress,8,176.91,0,0
2024-01-23,SKU005,Skirt,5,153.33,0,0
2024-01-24,SKU001,Shirt,11,117.97,0,0
2024-01-24,SKU002,Pants,10,141.57,0,0
2024-01-24,SKU003,Jacket,7,235.95,0,0
2024-01-24,SKU004,Dress,8,176.96,0,0
2024-01-24,SKU005,Skirt,5,153.37,0,0
2024-01-25,SKU001,Shirt,11,118.0,0,0
2024-01-25,SKU002,Pants,7,141.61,0,0
2024-01-25,SKU003,Jacket,7,236.01,0,0
2024-01-25,SKU004,Dress,9,177.01,0,0
2024-01-25,SKU005,Skirt,6,153.41,0,0
2024-01-26,SKU001,Shirt,18,118.04,1,0
2024-01-26,SKU002,Pants,12,141.64,1,0
2024-01-26,SKU003,Jacket,9,236.07,1,0
2024-01-26,SKU004,Dress,13,177.05,1,0
2024-01-26,SKU005,Skirt,9,153.45,1,0
2024-01-27,SKU001,Shirt,15,118.07,0,0
2024-01-27,SKU002,Pants,11,141.68,0,0
2024-01-27,SKU003,Jacket,7,236.13,0,0
2024-01-27,SKU004,Dress,9,177.1,0,0
2024-01-27,SKU005,Skirt,6,153.49,0,0
2024-01-28,SKU001,Shirt,14,118.1,0,0
2024-01-28,SKU002,Pants,11,141.72,0,0
